url,publishedAt,title,description,content,source_name,source_url,text_full,text_clean,text_processed
https://www.nytimes.com/2026/02/10/health/fda-moderna-mrna-flu-vaccine.html,2026-02-10 23:00:07+00:00,F.D.A. Refuses to Review Moderna Flu Vaccine,"The vaccine maker said the U.S. regulator rejected its request to seek approval for a new product using mRNA technology, which Health Secretary Robert F. Kennedy Jr. has sharply criticized.","The vaccine maker Moderna said on Tuesday that the Food and Drug Administration had notified the company that the agency would not review its mRNA flu vaccine, the latest sign of federal health policy that has become hostile to vaccine development.
D... [1401 chars]",The New York Times,https://www.nytimes.com,"F.D.A. Refuses to Review Moderna Flu Vaccine The vaccine maker said the U.S. regulator rejected its request to seek approval for a new product using mRNA technology, which Health Secretary Robert F. Kennedy Jr. has sharply criticized. The vaccine maker Moderna said on Tuesday that the Food and Drug Administration had notified the company that the agency would not review its mRNA flu vaccine, the latest sign of federal health policy that has become hostile to vaccine development.
D... [1401 chars]","F.D.A. Refuses to Review Moderna Flu Vaccine The vaccine maker said the U.S. regulator rejected its request to seek approval for a new product using mRNA technology, which Health Secretary Robert F. Kennedy Jr. has sharply criticized. The vaccine maker Moderna said on Tuesday that the Food and Drug Administration had notified the company that the agency would not review its mRNA flu vaccine, the latest sign of federal health policy that has become hostile to vaccine development. D... [1401 chars]",fda refuse review moderna flu vaccine vaccine maker say regulator reject request seek approval new product use mrna technology health secretary robert kennedy sharply criticize vaccine maker moderna say tuesday food drug administration notify company agency would review mrna flu vaccine late sign federal health policy become hostile vaccine development char
https://www.breitbart.com/news/moderna-says-us-refusing-to-review-mrna-based-flu-shot/,2026-02-10 22:56:30+00:00,Moderna says US refusing to review mRNA,Vaccine manufacturer Moderna said Tuesday the US Food and Drug Administration was refusing to review an application for its first mRNA-based flu shot. The,"Vaccine manufacturer Moderna said Tuesday the US Food and Drug Administration was refusing to review an application for its first mRNA-based flu shot.
The move comes as the current iteration of the FDA has called for a reconsideration of approval pro... [2451 chars]",Breitbart News Network,https://www.breitbart.com,"Moderna says US refusing to review mRNA Vaccine manufacturer Moderna said Tuesday the US Food and Drug Administration was refusing to review an application for its first mRNA-based flu shot. The Vaccine manufacturer Moderna said Tuesday the US Food and Drug Administration was refusing to review an application for its first mRNA-based flu shot.
The move comes as the current iteration of the FDA has called for a reconsideration of approval pro... [2451 chars]",Moderna says US refusing to review mRNA Vaccine manufacturer Moderna said Tuesday the US Food and Drug Administration was refusing to review an application for its first mRNA-based flu shot. The Vaccine manufacturer Moderna said Tuesday the US Food and Drug Administration was refusing to review an application for its first mRNA-based flu shot. The move comes as the current iteration of the FDA has called for a reconsideration of approval pro... [2451 chars],moderna say refuse review mrna vaccine manufacturer moderna say tuesday food drug administration refuse review application first mrnabase flu shot vaccine manufacturer moderna say tuesday food drug administration refuse review application first mrnabase flu shot move come current iteration fda call reconsideration approval pro char
https://triblive.com/news/world/moderna-says-fda-refuses-its-application-for-new-mrna-flu-vaccine/,2026-02-10 18:41:40+00:00,Moderna says FDA refuses its application for new mRNA flu vaccine,"WASHINGTON — The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with Nobel Prize-winning mRNA technology, the company announced Tuesday. The news is the latest sign of the FDA’s heightened scrutiny of vaccines under Health Secretary Robert F. Kennedy Jr., particularly","WASHINGTON — The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with Nobel Prize-winning mRNA technology, the company announced Tuesday.
The news is the latest sign of the FDA’s heightened s... [2891 chars]",Pittsburgh Tribune-Review,https://triblive.com,"Moderna says FDA refuses its application for new mRNA flu vaccine WASHINGTON — The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with Nobel Prize-winning mRNA technology, the company announced Tuesday. The news is the latest sign of the FDA’s heightened scrutiny of vaccines under Health Secretary Robert F. Kennedy Jr., particularly WASHINGTON — The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with Nobel Prize-winning mRNA technology, the company announced Tuesday.
The news is the latest sign of the FDA’s heightened s... [2891 chars]","Moderna says FDA refuses its application for new mRNA flu vaccine WASHINGTON — The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with Nobel Prize-winning mRNA technology, the company announced Tuesday. The news is the latest sign of the FDA’s heightened scrutiny of vaccines under Health Secretary Robert F. Kennedy Jr., particularly WASHINGTON — The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with Nobel Prize-winning mRNA technology, the company announced Tuesday. The news is the latest sign of the FDA’s heightened s... [2891 chars]",moderna say fda refuse application new mrna flu vaccine washington food drug administration refuse consider moderna application new flu vaccine make nobel prizewinne mrna technology company announce tuesday news late sign fda heighten scrutiny vaccine health secretary robert kennedy particularly washington food drug administration refuse consider moderna application new flu vaccine make nobel prizewinne mrna technology company announce tuesday news late sign fda heighten char
https://www.spokesman.com/stories/2026/feb/10/fda-wont-review-moderna-application-for-first-mrna/,2026-02-10 17:44:00+00:00,FDA won’t review Moderna application for first mRNA-based flu vaccine,"The Food and Drug Administration has declined to review Moderna’s application for the first mRNA-based flu vaccine, a decision that shocked the company and that comes as the agency plans to tighten federal vaccine approvals.","The Food and Drug Administration has declined to review Moderna’s application for the first mRNA-based flu vaccine, a decision that shocked the company and that comes as the agency plans to tighten federal vaccine approvals.
The nation’s top vaccine ... [4538 chars]",Spokane Spokesman-Review,https://www.spokesman.com,"FDA won’t review Moderna application for first mRNA-based flu vaccine The Food and Drug Administration has declined to review Moderna’s application for the first mRNA-based flu vaccine, a decision that shocked the company and that comes as the agency plans to tighten federal vaccine approvals. The Food and Drug Administration has declined to review Moderna’s application for the first mRNA-based flu vaccine, a decision that shocked the company and that comes as the agency plans to tighten federal vaccine approvals.
The nation’s top vaccine ... [4538 chars]","FDA won’t review Moderna application for first mRNA-based flu vaccine The Food and Drug Administration has declined to review Moderna’s application for the first mRNA-based flu vaccine, a decision that shocked the company and that comes as the agency plans to tighten federal vaccine approvals. The Food and Drug Administration has declined to review Moderna’s application for the first mRNA-based flu vaccine, a decision that shocked the company and that comes as the agency plans to tighten federal vaccine approvals. The nation’s top vaccine ... [4538 chars]",fda review moderna application first mrnabase flu vaccine food drug administration decline review moderna application first mrnabase flu vaccine decision shock company come agency plan tighten federal vaccine approval food drug administration decline review moderna application first mrnabase flu vaccine decision shock company come agency plan tighten federal vaccine approval nation top vaccine char
https://www.breitbart.com/news/moderna-says-fda-refuses-its-application-for-new-mrna-flu-vaccine/,2026-02-10 16:11:29+00:00,Moderna says FDA refuses its application for new mRNA flu vaccine,The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with mRNA technology Moderna says FDA,"The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with mRNA technology
Moderna says FDA refuses its application for new mRNA flu vaccineBy LAURAN NEERGAARD and MATTHEW PERRONEAssociated Pre... [3411 chars]",Breitbart News Network,https://www.breitbart.com,"Moderna says FDA refuses its application for new mRNA flu vaccine The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with mRNA technology Moderna says FDA The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with mRNA technology
Moderna says FDA refuses its application for new mRNA flu vaccineBy LAURAN NEERGAARD and MATTHEW PERRONEAssociated Pre... [3411 chars]",Moderna says FDA refuses its application for new mRNA flu vaccine The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with mRNA technology Moderna says FDA The U.S. Food and Drug Administration is refusing to consider Moderna’s application for a new flu vaccine made with mRNA technology Moderna says FDA refuses its application for new mRNA flu vaccineBy LAURAN NEERGAARD and MATTHEW PERRONEAssociated Pre... [3411 chars],moderna say fda refuse application new mrna flu vaccine food drug administration refuse consider moderna application new flu vaccine make mrna technology moderna say fda food drug administration refuse consider moderna application new flu vaccine make mrna technology moderna say fda refuse application new mrna flu vaccineby lauran neergaard matthew perroneassociate pre char
https://www.manilatimes.net/2026/02/09/tmt-newswire/pr-newswire/diff-biotechs-innovative-nasal-spray-influenza-vaccine-receives-clinical-trial-approval-introducing-a-new-attenuation-pathway/2274387,2026-02-09 13:33:41+00:00,"DIFF Biotech's Innovative Nasal Spray Influenza Vaccine Receives Clinical Trial Approval, Introducing a New Attenuation Pathway","HANGZHOU, China, Feb. 9, 2026 /PRNewswire/ -- Zhejiang Difference Biological Technology Co., Ltd. (DIFF Biotech) announced that its proprietary nasal spray influenza attenuated live vaccine, DIFF-flu, has recently received clinical trial approval as a Class 1.2 innovative vaccine from China's National Medical Products Administration (NMPA).","HANGZHOU, China, Feb. 9, 2026 /PRNewswire/ -- Zhejiang Difference Biological Technology Co., Ltd. (DIFF Biotech) announced that its proprietary nasal spray influenza attenuated live vaccine, DIFF-flu, has recently received clinical trial approval as ... [5686 chars]",The Manila Times,https://www.manilatimes.net,"DIFF Biotech's Innovative Nasal Spray Influenza Vaccine Receives Clinical Trial Approval, Introducing a New Attenuation Pathway HANGZHOU, China, Feb. 9, 2026 /PRNewswire/ -- Zhejiang Difference Biological Technology Co., Ltd. (DIFF Biotech) announced that its proprietary nasal spray influenza attenuated live vaccine, DIFF-flu, has recently received clinical trial approval as a Class 1.2 innovative vaccine from China's National Medical Products Administration (NMPA). HANGZHOU, China, Feb. 9, 2026 /PRNewswire/ -- Zhejiang Difference Biological Technology Co., Ltd. (DIFF Biotech) announced that its proprietary nasal spray influenza attenuated live vaccine, DIFF-flu, has recently received clinical trial approval as ... [5686 chars]","DIFF Biotech's Innovative Nasal Spray Influenza Vaccine Receives Clinical Trial Approval, Introducing a New Attenuation Pathway HANGZHOU, China, Feb. 9, 2026 /PRNewswire/ -- Zhejiang Difference Biological Technology Co., Ltd. (DIFF Biotech) announced that its proprietary nasal spray influenza attenuated live vaccine, DIFF-flu, has recently received clinical trial approval as a Class 1.2 innovative vaccine from China's National Medical Products Administration (NMPA). HANGZHOU, China, Feb. 9, 2026 /PRNewswire/ -- Zhejiang Difference Biological Technology Co., Ltd. (DIFF Biotech) announced that its proprietary nasal spray influenza attenuated live vaccine, DIFF-flu, has recently received clinical trial approval as ... [5686 chars]",diff biotechs innovative nasal spray influenza vaccine receive clinical trial approval introduce new attenuation pathway hangzhou china feb prnewswire zhejiang difference biological technology ltd diff biotech announce proprietary nasal spray influenza attenuate live vaccine diffflu recently receive clinical trial approval class innovative vaccine china national medical products administration nmpa hangzhou china feb prnewswire zhejiang difference biological technology ltd diff biotech announce proprietary nasal spray influenza attenuate live vaccine diffflu recently receive clinical trial approval char
https://www.theglobeandmail.com/canada/article-flu-vaccine-reduced-illness-40-doctors-network/,2026-02-06 23:59:36+00:00,"Flu vaccine reduced risk of serious illness by about 40%, estimate says",Research head says assessment was reassuring as it revealed jab still offered worthwhile protection despite being a mismatch for the dominant strain,"While this fall’s influenza vaccine was a mismatch for the dominant strain, it still cut the risk of serious illness by roughly 40 per cent, according to a Canadian network that has long tracked the performance of the annual shot.
The Canadian Sentin... [4366 chars]",The Globe and Mail,https://www.theglobeandmail.com,"Flu vaccine reduced risk of serious illness by about 40%, estimate says Research head says assessment was reassuring as it revealed jab still offered worthwhile protection despite being a mismatch for the dominant strain While this fall’s influenza vaccine was a mismatch for the dominant strain, it still cut the risk of serious illness by roughly 40 per cent, according to a Canadian network that has long tracked the performance of the annual shot.
The Canadian Sentin... [4366 chars]","Flu vaccine reduced risk of serious illness by about 40%, estimate says Research head says assessment was reassuring as it revealed jab still offered worthwhile protection despite being a mismatch for the dominant strain While this fall’s influenza vaccine was a mismatch for the dominant strain, it still cut the risk of serious illness by roughly 40 per cent, according to a Canadian network that has long tracked the performance of the annual shot. The Canadian Sentin... [4366 chars]",flu vaccine reduce risk serious illness estimate say research head say assessment reassure reveal jab still offer worthwhile protection despite mismatch dominant strain fall influenza vaccine mismatch dominant strain still cut risk serious illness roughly per cent accord canadian network long track performance annual shot canadian sentin char
https://www.abc.net.au/news/2026-02-06/free-flu-vaccine-program-with-nasal-spray-for-children/106314974,2026-02-06 04:55:55+00:00,Queensland's free influenza vaccine program to return this year with nasal spray for children aged two to five,"The program — which will run from March to September — will provide free flu vaccinations, including a nasal spray option for children aged two to five years.","Needle-free, nasal spray influenza vaccines will be rolled out for young Queensland children during this year's flu season.
The state government has confirmed it is extending its free flu jab program for another year, which will commence in March and... [2411 chars]",ABC (Australian Broadcasting Corporation),https://www.abc.net.au,"Queensland's free influenza vaccine program to return this year with nasal spray for children aged two to five The program — which will run from March to September — will provide free flu vaccinations, including a nasal spray option for children aged two to five years. Needle-free, nasal spray influenza vaccines will be rolled out for young Queensland children during this year's flu season.
The state government has confirmed it is extending its free flu jab program for another year, which will commence in March and... [2411 chars]","Queensland's free influenza vaccine program to return this year with nasal spray for children aged two to five The program — which will run from March to September — will provide free flu vaccinations, including a nasal spray option for children aged two to five years. Needle-free, nasal spray influenza vaccines will be rolled out for young Queensland children during this year's flu season. The state government has confirmed it is extending its free flu jab program for another year, which will commence in March and... [2411 chars]",queensland free influenza vaccine program return year nasal spray child age two five program run march september provide free flu vaccination include nasal spray option child age two five year needlefree nasal spray influenza vaccine roll young queensland children years flu season state government confirm extend free flu jab program another year commence march char
https://www.telegraph.co.uk/global-health/science-and-disease/scientists-are-excited-about-bird-flu-nasal-spray-vaccine/,2026-02-02 17:12:00+00:00,Why scientists are so excited about a nasal spray vaccine for bird flu,"The spray, administered in each nostril, generated a ‘strong immune response’ in rodents during an early-stage trial","A new nasal spray vaccine for H5N1 bird flu has shown promising early results, raising hopes it could one day be used to help curb a future pandemic.
Testing found that the bird flu vaccine, administered as a spray in each nostril, generated a “stron... [3305 chars]",The Telegraph,https://www.telegraph.co.uk,"Why scientists are so excited about a nasal spray vaccine for bird flu The spray, administered in each nostril, generated a ‘strong immune response’ in rodents during an early-stage trial A new nasal spray vaccine for H5N1 bird flu has shown promising early results, raising hopes it could one day be used to help curb a future pandemic.
Testing found that the bird flu vaccine, administered as a spray in each nostril, generated a “stron... [3305 chars]","Why scientists are so excited about a nasal spray vaccine for bird flu The spray, administered in each nostril, generated a ‘strong immune response’ in rodents during an early-stage trial A new nasal spray vaccine for H5N1 bird flu has shown promising early results, raising hopes it could one day be used to help curb a future pandemic. Testing found that the bird flu vaccine, administered as a spray in each nostril, generated a “stron... [3305 chars]",scientist excite nasal spray vaccine bird flu spray administer nostril generate strong immune response rodent earlystage trial new nasal spray vaccine bird flu show promise early result raise hope could one day use help curb future pandemic testing find bird flu vaccine administer spray nostril generate stron char
https://www.citizen-times.com/story/opinion/2026/01/31/opinion-rollback-of-flu-rsv-vaccine-recommendations-harms-children/88411346007/,2026-01-31 10:03:59+00:00,"Rollback of flu, RSV vaccine recommendations harms children",Vaccines are not banned. Parents can still protect their children. Pediatricians can still recommend these vaccines. Families can still request them.,"In ""The Wizard of Oz,"" authority was created through spectacle. Smoke, sounds, and illusion mask the absence of substance, until the curtain is pulled back and the truth is revealed. It is a story about deception, but also about courage, especially t... [4839 chars]",Asheville Citizen-Times,https://www.citizen-times.com,"Rollback of flu, RSV vaccine recommendations harms children Vaccines are not banned. Parents can still protect their children. Pediatricians can still recommend these vaccines. Families can still request them. In ""The Wizard of Oz,"" authority was created through spectacle. Smoke, sounds, and illusion mask the absence of substance, until the curtain is pulled back and the truth is revealed. It is a story about deception, but also about courage, especially t... [4839 chars]","Rollback of flu, RSV vaccine recommendations harms children Vaccines are not banned. Parents can still protect their children. Pediatricians can still recommend these vaccines. Families can still request them. In ""The Wizard of Oz,"" authority was created through spectacle. Smoke, sounds, and illusion mask the absence of substance, until the curtain is pulled back and the truth is revealed. It is a story about deception, but also about courage, especially t... [4839 chars]",rollback flu rsv vaccine recommendation harm child vaccine ban parent still protect child pediatrician still recommend vaccine family still request wizard authority create spectacle smoke sound illusion mask absence substance curtain pull back truth reveal story deception also courage especially char
https://www.news-medical.net/news/20260130/Nasal-spray-vaccine-prevents-infection-from-highly-pathogenic-H5N1-virus.aspx,2026-01-31 02:52:00+00:00,Nasal spray vaccine prevents infection from highly pathogenic H5N1 virus,"Researchers at WashU Medicine have developed a nasal vaccine against the highly pathogenic H5N1 avian influenza virus, or bird flu, which has jumped from wild birds to livestock to humans.","Researchers at WashU Medicine have developed a nasal vaccine against the highly pathogenic H5N1 avian influenza virus, or bird flu, which has jumped from wild birds to livestock to humans. When tested in rodents, the vaccine elicited a strong immune ... [5278 chars]",News-Medical.net,https://www.news-medical.net,"Nasal spray vaccine prevents infection from highly pathogenic H5N1 virus Researchers at WashU Medicine have developed a nasal vaccine against the highly pathogenic H5N1 avian influenza virus, or bird flu, which has jumped from wild birds to livestock to humans. Researchers at WashU Medicine have developed a nasal vaccine against the highly pathogenic H5N1 avian influenza virus, or bird flu, which has jumped from wild birds to livestock to humans. When tested in rodents, the vaccine elicited a strong immune ... [5278 chars]","Nasal spray vaccine prevents infection from highly pathogenic H5N1 virus Researchers at WashU Medicine have developed a nasal vaccine against the highly pathogenic H5N1 avian influenza virus, or bird flu, which has jumped from wild birds to livestock to humans. Researchers at WashU Medicine have developed a nasal vaccine against the highly pathogenic H5N1 avian influenza virus, or bird flu, which has jumped from wild birds to livestock to humans. When tested in rodents, the vaccine elicited a strong immune ... [5278 chars]",nasal spray vaccine prevent infection highly pathogenic virus researcher washu medicine develop nasal vaccine highly pathogenic avian influenza virus bird flu jump wild bird livestock human researcher washu medicine develop nasal vaccine highly pathogenic avian influenza virus bird flu jump wild bird livestock human test rodent vaccine elicit strong immune char
https://medicalxpress.com/news/2026-01-nasal-bird-flu-vaccine-strong.html,2026-01-30 16:00:01+00:00,Nasal bird flu vaccine shows strong protection against infection in rodents,"Since it was first detected in the U.S. in 2014, H5N1 avian influenza, commonly known as bird flu, has jumped from wild birds to farm animals and then to people, causing more than 70 human cases in the U.S. since 2022, including two fatalities. The virus continues to circulate among animals, giving it the opportunity to develop the ability to spread among humans and potentially cause another pandemic.","Since it was first detected in the U.S. in 2014, H5N1 avian influenza, commonly known as bird flu, has jumped from wild birds to farm animals and then to people, causing more than 70 human cases in the U.S. since 2022, including two fatalities. The v... [4672 chars]",Medical Xpress,https://medicalxpress.com,"Nasal bird flu vaccine shows strong protection against infection in rodents Since it was first detected in the U.S. in 2014, H5N1 avian influenza, commonly known as bird flu, has jumped from wild birds to farm animals and then to people, causing more than 70 human cases in the U.S. since 2022, including two fatalities. The virus continues to circulate among animals, giving it the opportunity to develop the ability to spread among humans and potentially cause another pandemic. Since it was first detected in the U.S. in 2014, H5N1 avian influenza, commonly known as bird flu, has jumped from wild birds to farm animals and then to people, causing more than 70 human cases in the U.S. since 2022, including two fatalities. The v... [4672 chars]","Nasal bird flu vaccine shows strong protection against infection in rodents Since it was first detected in the U.S. in 2014, H5N1 avian influenza, commonly known as bird flu, has jumped from wild birds to farm animals and then to people, causing more than 70 human cases in the U.S. since 2022, including two fatalities. The virus continues to circulate among animals, giving it the opportunity to develop the ability to spread among humans and potentially cause another pandemic. Since it was first detected in the U.S. in 2014, H5N1 avian influenza, commonly known as bird flu, has jumped from wild birds to farm animals and then to people, causing more than 70 human cases in the U.S. since 2022, including two fatalities. The v... [4672 chars]",nasal bird flu vaccine show strong protection infection rodent since first detect avian influenza commonly know bird flu jump wild bird farm animal people cause human case since include two fatality virus continue circulate among animal give opportunity develop ability spread among human potentially cause another pandemic since first detect avian influenza commonly know bird flu jump wild bird farm animal people cause human case since include two fatality char
https://www.shawlocal.com/news/2026/01/28/illinois-sees-its-worst-flu-season-in-recent-years-as-vaccine-skepticism-grows/,2026-01-28 00:00:00+00:00,Illinois sees its worst flu season in recent years as vaccine skepticism grows,"From Capitol News Illinois: At least 100 people have died from the flu this season in Illinois, with 77 of those deaths occurring this month alone, according to the Illinois Department of Public Health","CHICAGO – Flu cases are increasing rapidly in Illinois as the state sees its worst flu season in more than 15 years.
At least 100 people have died from the flu this season in Illinois, with 77 of those deaths occurring this month alone, according to ... [5291 chars]",Shaw Local Enewspapers,https://www.shawlocal.com,"Illinois sees its worst flu season in recent years as vaccine skepticism grows From Capitol News Illinois: At least 100 people have died from the flu this season in Illinois, with 77 of those deaths occurring this month alone, according to the Illinois Department of Public Health CHICAGO – Flu cases are increasing rapidly in Illinois as the state sees its worst flu season in more than 15 years.
At least 100 people have died from the flu this season in Illinois, with 77 of those deaths occurring this month alone, according to ... [5291 chars]","Illinois sees its worst flu season in recent years as vaccine skepticism grows From Capitol News Illinois: At least 100 people have died from the flu this season in Illinois, with 77 of those deaths occurring this month alone, according to the Illinois Department of Public Health CHICAGO – Flu cases are increasing rapidly in Illinois as the state sees its worst flu season in more than 15 years. At least 100 people have died from the flu this season in Illinois, with 77 of those deaths occurring this month alone, according to ... [5291 chars]",illinois see bad flu season recent year vaccine skepticism grow capitol news illinois least people die flu season illinois death occur month alone accord illinois department public health chicago flu case increase rapidly illinois state see bad flu season year least people die flu season illinois death occur month alone accord char
https://www.dailymail.co.uk/health/article-15484717/doctors-warn-declining-vaccine-rate-older-adults-flu-pneumonia.html,2026-01-21 22:18:27+00:00,Doctors raise alarm over declining vaccine rates in America's most vulnerable... as deadly new 'super flu' continues to spread,"Health officials have sounded the alarm about vaccine rates declining among one of America's most vulnerable populations, which is more prone to severe illnesses and complications.","Health officials are sounding the alarm over vaccine rates declining among older Americans.
Newly released data from the CDC's National Center for Health Statistics (NCHS) shows the share of adults over 65 who received a flu vaccine in the past year ... [5806 chars]",Daily Mail Online,https://www.dailymail.co.uk,"Doctors raise alarm over declining vaccine rates in America's most vulnerable... as deadly new 'super flu' continues to spread Health officials have sounded the alarm about vaccine rates declining among one of America's most vulnerable populations, which is more prone to severe illnesses and complications. Health officials are sounding the alarm over vaccine rates declining among older Americans.
Newly released data from the CDC's National Center for Health Statistics (NCHS) shows the share of adults over 65 who received a flu vaccine in the past year ... [5806 chars]","Doctors raise alarm over declining vaccine rates in America's most vulnerable... as deadly new 'super flu' continues to spread Health officials have sounded the alarm about vaccine rates declining among one of America's most vulnerable populations, which is more prone to severe illnesses and complications. Health officials are sounding the alarm over vaccine rates declining among older Americans. Newly released data from the CDC's National Center for Health Statistics (NCHS) shows the share of adults over 65 who received a flu vaccine in the past year ... [5806 chars]",doctor raise alarm decline vaccine rate america vulnerable deadly new super flu continue spread health official sound alarm vaccine rate decline among one america vulnerable population prone severe illness complication health official sound alarm vaccine rate decline among old americans newly release datum cdcs national center health statistic nchs show share adult receive flu vaccine past year char
https://www.devdiscourse.com/article/health/3774329-subclade-k-the-superflu-surge-of-the-2025-2026-season,2026-01-19 03:11:26+00:00,Subclade K: The Superflu Surge of the 2025-2026 Season,"The 2025-2026 flu season, driven by the highly infectious subclade K of the H3N2 virus, has resulted in record-high case numbers in the U.S. and Canada. Young children are severely affected, with high hospitalization rates. The CDC urges vaccination despite imperfect strain match in this season's vaccine.","A new flu variant, subclade K, is causing record high infection rates across the U.S. and Canada this season. With 91.5% of cases attributed to this subtype, the virus is proving especially dangerous for young children. Experts point to low populatio... [727 chars]",Devdiscourse,https://www.devdiscourse.com,"Subclade K: The Superflu Surge of the 2025-2026 Season The 2025-2026 flu season, driven by the highly infectious subclade K of the H3N2 virus, has resulted in record-high case numbers in the U.S. and Canada. Young children are severely affected, with high hospitalization rates. The CDC urges vaccination despite imperfect strain match in this season's vaccine. A new flu variant, subclade K, is causing record high infection rates across the U.S. and Canada this season. With 91.5% of cases attributed to this subtype, the virus is proving especially dangerous for young children. Experts point to low populatio... [727 chars]","Subclade K: The Superflu Surge of the 2025-2026 Season The 2025-2026 flu season, driven by the highly infectious subclade K of the H3N2 virus, has resulted in record-high case numbers in the U.S. and Canada. Young children are severely affected, with high hospitalization rates. The CDC urges vaccination despite imperfect strain match in this season's vaccine. A new flu variant, subclade K, is causing record high infection rates across the U.S. and Canada this season. With 91.5% of cases attributed to this subtype, the virus is proving especially dangerous for young children. Experts point to low populatio... [727 chars]",subclade superflu surge season flu season drive highly infectious subclade virus result recordhigh case number canada young child severely affect high hospitalization rate cdc urge vaccination despite imperfect strain match season vaccine new flu variant subclade cause record high infection rate across canada season case attribute subtype virus prove especially dangerous young child expert point low populatio char
https://www.kentlive.news/news/health/six-groups-people-urged-flu-10757530,2026-01-16 23:26:00+00:00,Six groups of people urged to get flu vaccine as severe strain spreads,Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate,"Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]",Kentlive,https://www.kentlive.news,"Six groups of people urged to get flu vaccine as severe strain spreads Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]","Six groups of people urged to get flu vaccine as severe strain spreads Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]",six group people urge get flu vaccine severe strain spread many people still urge get vaccinate new strain flu continue circulate influenza case surge throughout majority infection link emerge strain alternatively know subclade recent data health security agency ukhsa indicate flu transmission char
https://www.grimsbytelegraph.co.uk/news/uk-world-news/six-groups-people-urged-flu-10757697,2026-01-16 23:26:00+00:00,Six groups of people urged to get flu vaccine as severe strain spreads,Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate,"Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]",Grimsby Telegraph,https://www.grimsbytelegraph.co.uk,"Six groups of people urged to get flu vaccine as severe strain spreads Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]","Six groups of people urged to get flu vaccine as severe strain spreads Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]",six group people urge get flu vaccine severe strain spread many people still urge get vaccinate new strain flu continue circulate influenza case surge throughout majority infection link emerge strain alternatively know subclade recent data health security agency ukhsa indicate flu transmission char
https://www.hulldailymail.co.uk/news/uk-world-news/six-groups-people-urged-flu-10757697,2026-01-16 23:26:00+00:00,Six groups of people urged to get flu vaccine as severe strain spreads,Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate,"Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]",Hull Daily Mail,https://www.hulldailymail.co.uk,"Six groups of people urged to get flu vaccine as severe strain spreads Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]","Six groups of people urged to get flu vaccine as severe strain spreads Many people are still being urged to get vaccinated as a newer strain of the flu continues to circulate Influenza cases are surging throughout the UK, with the majority of infections linked to the emerging H3N2 strain - alternatively known as subclade k. Recent data from the UK Health Security Agency ( UKHSA ) indicates that flu transmission has now re... [3213 chars]",six group people urge get flu vaccine severe strain spread many people still urge get vaccinate new strain flu continue circulate influenza case surge throughout majority infection link emerge strain alternatively know subclade recent data health security agency ukhsa indicate flu transmission char
